Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Interaction Designer,4.5,Alfamart,Pasuruan,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Matahari Department Store, Indomaret",5420,69897,"We are looking for an Interaction Designer skilled in UI Design, Prototyping, Adobe XD. Responsibilities include Create prototypes, Design interactive experiences, Work with design tools."
Scrum Master,3.4,XL Axiata,Subulussalam,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"PT Telkom Indonesia, Indosat Ooredoo, Telekomunikasi Selular (Telkomsel)",5939,69716,"We are looking for a Scrum Master skilled in Facilitation, Team Collaboration, Agile. Responsibilities include Support agile teams, Ensure team productivity, Communicate with stakeholders."
Robotics Engineer,2.7,XL Axiata,Remote,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"Telekomunikasi Selular (Telkomsel), Indosat Ooredoo, PT Telkom Indonesia",3769,69716,"Seeking a Robotics Engineer proficient in C++, ROS, Control Systems. Responsibilities include Develop robotics solutions, Test and optimize robotics algorithms, Collaborate with other engineers."
NLP Engineer (Natural Language Processing),3.7,Sampoerna,Palangka Raya,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Gudang Garam, Indofood, Unilever Indonesia",1428,25742,"Join us as an NLP Engineer. Required skills: Python, NLTK, Text Mining. Duties: Develop NLP models, Collaborate with linguists, Deploy NLP solutions."
Data Analyst,2.7,Garuda Indonesia,Bengkulu,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Blue Bird Group, Astra International",3577,67312,"Seeking a Data Analyst proficient in Tableau, Power BI, SQL. Responsibilities include Work with SQL and Excel, Support data-driven decision making, Analyze business data."
Data Engineer,3.4,Bank Negara Indonesia (BNI),Pematang Siantar,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Mandiri",7757,86365,"Hiring a Data Engineer experienced with Big Data, ETL, SQL. You will be responsible for Develop ETL processes, Work with big data technologies, Collaborate with data scientists."
Machine Learning Engineer,3.2,Bank Negara Indonesia (BNI),Lhokseumawe,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Mandiri",6313,86365,"Join our team as a Machine Learning Engineer. Skills required: Deep Learning, Scikit-Learn, Python. Responsibilities: Collaborate with data scientists, Deploy ML solutions, Develop machine learning models."
Computer Vision Engineer,2.6,Bank Central Asia (BCA),Pematang Siantar,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Mandiri, Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI)",2469,31814,"We are looking for a Computer Vision Engineer skilled in Python, OpenCV, Deep Learning. Responsibilities include Work with image data, Collaborate with data scientists, Use OpenCV and TensorFlow."
Interaction Designer,3.8,GoJek,Dumai,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Bukalapak, Traveloka, Tokopedia",2442,42110,"We are looking for an Interaction Designer skilled in Adobe XD, User Testing, Prototyping. Responsibilities include Collaborate with developers, Ensure interaction quality, Design interactive experiences."
IT Project Manager,2.9,PLN (Perusahaan Listrik Negara),Singkawang,Jakarta,5001 to 10000 employees,2002,Company - Subsidiary,Energy,Energy,"Pertamina, Bumi Resources",6390,75785,"Join our team as an IT Project Manager. Skills required: Technical Background, Agile, Leadership. Responsibilities: Communicate with stakeholders, Manage IT projects, Ensure project success."
Full-stack Developer,4.6,Kalbe Farma,Batu,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,4674,67133,"We need a Full-stack Developer with skills in React, CSS, Node.js. Main tasks: Work with HTML, CSS, JavaScript, and server-side languages, Ensure full-stack performance, Optimize full-stack applications."
JavaScript Developer,3.3,Ciputra Development,Batu,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,366,5075,"Hiring a JavaScript Developer proficient in React, JavaScript, Angular. Responsibilities: Ensure code quality, Work with frameworks like React and Node.js, Collaborate with other developers."
IT Project Manager,3.2,Ciputra Development,Mojokerto,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,453,5075,"Join our team as an IT Project Manager. Skills required: Leadership, IT Project Management, Agile. Responsibilities: Ensure project success, Manage IT projects, Manage project budgets."
Program Manager,3.0,GoJek,Makassar,Jakarta,10001+ employees,2012,Company - Subsidiary,E-commerce,Technology,"Traveloka, Tokopedia, Bukalapak",2139,42110,"Join us as a Program Manager. Required skills: Leadership, Scrum, Agile. Duties: Ensure program delivery, Coordinate multiple projects, Manage programs."
Technical Project Manager,2.6,Tokopedia,Blitar,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, Traveloka, GoJek",345,3915,"Seeking a Technical Project Manager proficient in Project Management, Leadership, Scrum. Responsibilities include Manage technical projects, Manage project timelines, Communicate with stakeholders."
Brand Designer,2.8,Sinar Mas Group,Pariaman,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,1410,28105,"Hiring a Brand Designer proficient in Adobe Creative Suite, Creativity, Brand Strategy. Responsibilities: Work with design tools, Collaborate with marketing teams, Develop branding materials."
Data Engineer,4.1,Lippo Group,Makassar,Padang,1001 to 5000 employees,2003,Company - Corporation (C Corp),Conglomerate,Conglomerate,Sinar Mas Group,6509,81686,"Hiring a Data Engineer experienced with Hadoop, Python, ETL. You will be responsible for Ensure data quality and integrity, Work with big data technologies, Collaborate with data scientists."
Data Mining Engineer,4.7,XL Axiata,Lhokseumawe,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"Indosat Ooredoo, PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel)",5489,69716,"Seeking a Data Mining Engineer proficient in Algorithms, Python, Data Mining. Responsibilities include Provide actionable insights, Work with data scientists, Develop data mining models."
Web Application Developer,2.9,Bank Mandiri,Bandar Lampung,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI)",4008,79344,"We are looking for a Web Application Developer skilled in HTML, APIs, JavaScript. Responsibilities include Develop web applications, Work with JavaScript and APIs, Collaborate with designers."
Research Scientist,4.9,Indofood,Bogor,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Gudang Garam, Unilever Indonesia, Djarum",2715,41264,"Join us as a Research Scientist. Required skills: R, Data Analysis, Python. Duties: Develop new methodologies, Conduct research and experiments, Analyze experimental data."
Scrum Master,3.2,Alfamart,Sorong,Yogyakarta,5001 to 10000 employees,2009,Company - Cooperative,Retail,Retail,"Indomaret, Matahari Department Store",4620,69897,"We are looking for a Scrum Master skilled in Scrum, Project Management, Team Collaboration. Responsibilities include Ensure team productivity, Facilitate scrum processes, Support agile teams."
Interaction Designer,2.9,Indofood,Tanjungpinang,Yogyakarta,10001+ employees,1991,Company - Professional Corporation (PC),Food and Beverage,Consumer Goods,"Djarum, Unilever Indonesia, Gudang Garam",2116,41264,"We are looking for an Interaction Designer skilled in User Testing, Interaction Design, UI Design. Responsibilities include Work with design tools, Ensure interaction quality, Design interactive experiences."
Agile Project Manager,4.3,Matahari Department Store,Makassar,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Alfamart, Indomaret",2678,49073,"We need an Agile Project Manager with skills in Project Management, Communication, Agile. Main tasks: Manage agile projects, Collaborate with agile teams, Communicate with stakeholders."
Front-end Developer,4.2,Garuda Indonesia,Sawah Lunto,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",4444,67312,"Seeking a Front-end Developer with skills in HTML, React, CSS. Responsibilities: Optimize front-end performance, Work with HTML, CSS, and JavaScript, Develop user interfaces."
Front-end Developer,3.5,Blue Bird Group,Malang,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Astra International, Garuda Indonesia",1841,29347,"Seeking a Front-end Developer with skills in Vue.js, React, CSS. Responsibilities: Optimize front-end performance, Develop user interfaces, Ensure responsive design."
Data Analyst,4.9,Djarum,Sukabumi,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Sampoerna, Gudang Garam, Indofood",2705,52425,"Seeking a Data Analyst proficient in Excel, Power BI, Tableau. Responsibilities include Create reports and dashboards, Work with SQL and Excel, Identify trends and patterns."
Research Scientist,4.3,Gudang Garam,Pariaman,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Indofood, Sampoerna, Djarum",2716,49935,"Join us as a Research Scientist. Required skills: Python, Data Analysis, R. Duties: Develop new methodologies, Conduct research and experiments, Analyze experimental data."
Agile Project Manager,2.9,Bank Mandiri,Metro,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI), Bank Central Asia (BCA)",5718,79344,"We need an Agile Project Manager with skills in Communication, Agile, Project Management. Main tasks: Facilitate agile processes, Collaborate with agile teams, Ensure project delivery."
Scrum Master,4.6,Bank Central Asia (BCA),Jambi,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI), Bank Mandiri",2273,31814,"We are looking for a Scrum Master skilled in Facilitation, Scrum, Agile. Responsibilities include Remove obstacles, Ensure team productivity, Facilitate scrum processes."
UI Designer,4.9,Ciputra Development,Kendari,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,257,5075,"Hiring a UI Designer experienced with Figma, UI Design, Sketch. Responsibilities: Ensure design consistency, Collaborate with developers, Design user interfaces."
Research Scientist,3.9,Bumi Resources,Kediri,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"PLN (Perusahaan Listrik Negara), Pertamina",4056,55999,"Join us as a Research Scientist. Required skills: Machine Learning, R, Python. Duties: Conduct research and experiments, Develop new methodologies, Collaborate with other scientists."
Data Mining Engineer,4.9,Djarum,Mojokerto,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Sampoerna, Unilever Indonesia, Gudang Garam",3142,52425,"Seeking a Data Mining Engineer proficient in Algorithms, SQL, R. Responsibilities include Optimize algorithms, Develop data mining models, Work with data scientists."
Data Analyst,4.7,Ciputra Development,Prabumulih,Medan,10001+ employees,1999,Company - S Corporation (S Corp),Real Estate,Real Estate,,440,5075,"Seeking a Data Analyst proficient in Tableau, Data Visualization, Excel. Responsibilities include Analyze business data, Work with SQL and Excel, Support data-driven decision making."
Program Manager,3.1,Tokopedia,Mataram,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Traveloka, GoJek, Bukalapak",299,3915,"Join us as a Program Manager. Required skills: Leadership, Communication, Agile. Duties: Manage program budgets, Ensure program delivery, Coordinate multiple projects."
Data Mining Engineer,4.5,Bank Mandiri,Bandung,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI)",4966,79344,"Seeking a Data Mining Engineer proficient in Data Mining, Python, SQL. Responsibilities include Analyze large datasets, Optimize algorithms, Work with data scientists."
AI Research Scientist,4.2,Garuda Indonesia,Surakarta,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",3974,67312,"We need an AI Research Scientist with skills in Research, Machine Learning, Python. Main tasks: Conduct AI research, Collaborate with other researchers, Analyze experimental results."
Front-end Developer,3.1,Bumi Resources,Balikpapan,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"PLN (Perusahaan Listrik Negara), Pertamina",4433,55999,"Seeking a Front-end Developer with skills in CSS, React, Vue.js. Responsibilities: Develop user interfaces, Optimize front-end performance, Work with HTML, CSS, and JavaScript."
Scrum Master,3.1,Unilever Indonesia,Payakumbuh,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Gudang Garam, Sampoerna, Indofood",5706,69737,"We are looking for a Scrum Master skilled in Facilitation, Agile, Scrum. Responsibilities include Facilitate scrum processes, Ensure team productivity, Support agile teams."
