Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Machine Learning Engineer,4.8,Kalbe Farma,"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2010,Company - Public,Information Technology,Business Services,None,105.7,17.6,"Join our team as a Machine Learning Engineer. Skills required: TensorFlow, Scikit-Learn, Python. Responsibilities: Work with TensorFlow and PyTorch, Deploy ML solutions, Collaborate with data scientists."
Scrum Master,2.5,PLN (Perusahaan Listrik Negara),"Bandung, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Public,E-commerce,Technology,None,61.8,50.6,"We are looking for a Scrum Master skilled in Scrum, Team Collaboration, Agile. Responsibilities include Remove obstacles, Facilitate scrum processes, Ensure team productivity."
AI Research Scientist,4.9,Alfamart,"Surabaya, Indonesia","Jakarta, Indonesia",10001+ employees,2010,Company - Public,Information Technology,Business Services,-1,117.7,34.7,"We need an AI Research Scientist with skills in Algorithms, Python, AI. Main tasks: Conduct AI research, Analyze experimental results, Collaborate with other researchers."
Research Scientist,3.5,Telekomunikasi Selular (Telkomsel),"Jakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2013,Company - Public,E-commerce,Business Services,-1,132.9,62.4,"Join us as a Research Scientist. Required skills: Machine Learning, Data Analysis, Statistics. Duties: Analyze experimental data, Collaborate with other scientists, Publish research findings."
Machine Learning Engineer,4.3,Indosat Ooredoo,"Bandung, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2010,Company - Public,Software,Technology,None,103.6,59.5,"Join our team as a Machine Learning Engineer. Skills required: Scikit-Learn, NLP, Deep Learning. Responsibilities: Optimize ML algorithms, Develop machine learning models, Deploy ML solutions."
Deep Learning Engineer,2.6,Indofood,"Yogyakarta, Indonesia","Bali, Indonesia",10001+ employees,2009,Company - Private,Information Technology,Technology,None,96.4,37.0,"Hiring a Deep Learning Engineer experienced with Python, Keras, Deep Learning. You will be responsible for Work with TensorFlow and Keras, Optimize neural networks, Deploy DL solutions."
Data Analyst,2.7,GoJek,"Bandung, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2011,Company - Public,Software,Technology,None,56.5,32.1,"Seeking a Data Analyst proficient in Excel, Power BI, SQL. Responsibilities include Identify trends and patterns, Create reports and dashboards, Analyze business data."
UI/UX Developer,2.6,Bank Central Asia (BCA),"Bali, Indonesia","Bandung, Indonesia",10001+ employees,2011,Company - Public,Information Technology,Technology,-1,149.7,25.1,"Join us as a UI/UX Developer. Required skills: UI Design, Sketch, Prototyping. Duties: Design user interfaces and experiences, Work with design tools, Conduct user research."
Graphic Designer,3.3,Ciputra Development,"Bali, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2012,Company - Private,Software,Technology,-1,91.5,63.3,"Seeking a Graphic Designer proficient in Adobe Photoshop, Creativity, InDesign. Responsibilities: Work with design tools, Collaborate with marketing teams, Develop branding materials."
Graphic Designer,2.7,Garuda Indonesia,"Jakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Private,E-commerce,Business Services,-1,142.2,18.2,"Seeking a Graphic Designer proficient in InDesign, Creativity, Illustrator. Responsibilities: Develop branding materials, Ensure design quality, Collaborate with marketing teams."
Research Scientist,4.7,Bank Central Asia (BCA),"Bali, Indonesia","Bandung, Indonesia",10001+ employees,2013,Company - Private,E-commerce,Technology,-1,132.9,37.9,"Join us as a Research Scientist. Required skills: Machine Learning, Statistics, R. Duties: Develop new methodologies, Conduct research and experiments, Analyze experimental data."
Brand Designer,3.1,Bank Negara Indonesia (BNI),"Bandung, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2009,Company - Public,Information Technology,Business Services,None,76.5,65.0,"Hiring a Brand Designer proficient in Creativity, Graphic Design, Visual Design. Responsibilities: Collaborate with marketing teams, Ensure brand consistency, Create visual identities."
Agile Project Manager,2.9,Matahari Department Store,"Jakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2011,Company - Private,Information Technology,Business Services,None,105.3,84.7,"We need an Agile Project Manager with skills in Project Management, Leadership, Agile. Main tasks: Collaborate with agile teams, Manage agile projects, Communicate with stakeholders."
Big Data Specialist,3.5,Pertamina,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Business Services,-1,70.1,96.5,"We are looking for a Big Data Specialist skilled in NoSQL, Hadoop, Spark. Responsibilities include Develop big data solutions, Collaborate with data engineers, Work with Hadoop and Spark."
Data Engineer,3.6,Tokopedia,"Jakarta, Indonesia","Surabaya, Indonesia",10001+ employees,2012,Company - Private,Information Technology,Business Services,-1,141.0,23.7,"Hiring a Data Engineer experienced with ETL, Python, Big Data. You will be responsible for Ensure data quality and integrity, Work with big data technologies, Build and maintain data pipelines."
Web Application Developer,2.9,Astra International,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,E-commerce,Technology,None,69.6,30.3,"We are looking for a Web Application Developer skilled in CSS, APIs, JavaScript. Responsibilities include Develop web applications, Optimize web application performance, Work with JavaScript and APIs."
Back-end Developer,2.6,PT Telkom Indonesia,"Bali, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Information Technology,Business Services,-1,66.8,99.6,"Hiring a Back-end Developer experienced with APIs, Python, SQL. Responsibilities: Collaborate with front-end developers, Work with databases, Develop server-side logic."
Back-end Developer,4.0,Indofood,"Yogyakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2011,Company - Public,Software,Business Services,None,94.2,77.0,"Hiring a Back-end Developer experienced with Java, Python, SQL. Responsibilities: Collaborate with front-end developers, Optimize server-side code, Ensure application performance."
Interaction Designer,4.9,Bumi Resources,"Surabaya, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2013,Company - Public,E-commerce,Technology,None,67.3,35.3,"We are looking for an Interaction Designer skilled in Prototyping, UI Design, Adobe XD. Responsibilities include Work with design tools, Create prototypes, Design interactive experiences."
Front-end Developer,2.9,Indosat Ooredoo,"Bali, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Private,E-commerce,Technology,None,95.2,60.1,"Seeking a Front-end Developer with skills in HTML, JavaScript, React. Responsibilities: Ensure responsive design, Develop user interfaces, Optimize front-end performance."
Scrum Master,4.9,Pertamina,"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2009,Company - Private,Information Technology,Technology,None,136.5,80.2,"We are looking for a Scrum Master skilled in Facilitation, Scrum, Project Management. Responsibilities include Communicate with stakeholders, Ensure team productivity, Facilitate scrum processes."
UI Designer,2.8,Indofood,"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2011,Company - Private,E-commerce,Technology,-1,131.8,70.1,"Hiring a UI Designer experienced with Figma, Adobe XD, UI Design. Responsibilities: Collaborate with developers, Design user interfaces, Create prototypes."
UI Designer,3.6,Sampoerna,"Yogyakarta, Indonesia","Bandung, Indonesia",10001+ employees,2011,Company - Public,Software,Technology,-1,75.9,16.8,"Hiring a UI Designer experienced with Prototyping, UI Design, Figma. Responsibilities: Design user interfaces, Create prototypes, Ensure design consistency."
Web Developer,3.1,XL Axiata,"Yogyakarta, Indonesia","Bali, Indonesia",10001+ employees,2012,Company - Public,Software,Business Services,-1,67.5,71.3,"We need a Web Developer proficient in CSS, HTML, JavaScript. Responsibilities: Develop and maintain websites, Optimize web applications, Work with HTML, CSS, and JavaScript."
Front-end Developer,3.3,Bank Negara Indonesia (BNI),"Bandung, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2013,Company - Public,Software,Technology,-1,122.8,48.4,"Seeking a Front-end Developer with skills in CSS, Vue.js, React. Responsibilities: Work with HTML, CSS, and JavaScript, Optimize front-end performance, Collaborate with back-end developers."
Computer Vision Engineer,4.8,PT Telkom Indonesia,"Bandung, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2013,Company - Public,Information Technology,Technology,-1,94.5,49.3,"We are looking for a Computer Vision Engineer skilled in Python, Computer Vision, OpenCV. Responsibilities include Work with image data, Use OpenCV and TensorFlow, Collaborate with data scientists."
Interaction Designer,4.3,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Surabaya, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2010,Company - Public,E-commerce,Business Services,None,79.2,56.9,"We are looking for an Interaction Designer skilled in User Testing, UI Design, Interaction Design. Responsibilities include Collaborate with developers, Create prototypes, Work with design tools."
Reinforcement Learning Specialist,3.7,XL Axiata,"Bali, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2012,Company - Public,E-commerce,Business Services,None,70.4,91.7,"Join our team as a Reinforcement Learning Specialist. Skills required: TensorFlow, Machine Learning, Algorithms. Responsibilities: Optimize RL algorithms, Conduct experiments, Collaborate with data scientists."
Reinforcement Learning Specialist,2.6,Unilever Indonesia,"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2012,Company - Private,Information Technology,Business Services,None,79.2,63.3,"Join our team as a Reinforcement Learning Specialist. Skills required: Reinforcement Learning, Python, TensorFlow. Responsibilities: Collaborate with data scientists, Work with TensorFlow and PyTorch, Optimize RL algorithms."
Technical Project Manager,2.5,Traveloka,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2011,Company - Public,Software,Technology,-1,54.4,52.8,"Seeking a Technical Project Manager proficient in Scrum, Leadership, Agile. Responsibilities include Ensure project delivery, Manage project timelines, Manage technical projects."
Full-stack Developer,4.5,Matahari Department Store,"Surabaya, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2010,Company - Public,E-commerce,Technology,-1,76.9,87.5,"We need a Full-stack Developer with skills in React, JavaScript, HTML. Main tasks: Optimize full-stack applications, Develop both front-end and back-end, Work with HTML, CSS, JavaScript, and server-side languages."
Data Scientist,4.8,Astra International,"Surabaya, Indonesia","Bali, Indonesia",5001 to 10000 employees,2009,Company - Private,Information Technology,Technology,None,103.7,88.8,"We are looking for a Data Scientist to join our team. Requirements: Experience in Python, R, Machine Learning. Responsibilities: Work with large datasets, Collaborate with cross-functional teams, Analyze data to drive insights."
Full-stack Developer,3.5,Traveloka,"Bali, Indonesia","Surabaya, Indonesia",10001+ employees,2011,Company - Private,Software,Technology,None,97.1,83.1,"We need a Full-stack Developer with skills in Node.js, React, JavaScript. Main tasks: Ensure full-stack performance, Work with HTML, CSS, JavaScript, and server-side languages, Optimize full-stack applications."
Agile Project Manager,3.7,Djarum,"Bandung, Indonesia","Bandung, Indonesia",10001+ employees,2012,Company - Public,E-commerce,Technology,-1,52.6,34.4,"We need an Agile Project Manager with skills in Communication, Project Management, Scrum. Main tasks: Communicate with stakeholders, Ensure project delivery, Manage agile projects."
Data Scientist,5.0,PLN (Perusahaan Listrik Negara),"Bali, Indonesia","Bali, Indonesia",10001+ employees,2010,Company - Private,Software,Business Services,-1,51.6,63.2,"We are looking for a Data Scientist to join our team. Requirements: Experience in Data Analysis, R, SQL. Responsibilities: Analyze data to drive insights, Work with large datasets, Develop predictive models."
AI Research Scientist,4.0,Unilever Indonesia,"Yogyakarta, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Private,Software,Business Services,-1,112.8,84.3,"We need an AI Research Scientist with skills in Machine Learning, Research, Python. Main tasks: Conduct AI research, Analyze experimental results, Publish research papers."
Front-end Developer,3.1,Traveloka,"Bali, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2013,Company - Private,Information Technology,Business Services,-1,78.8,60.8,"Seeking a Front-end Developer with skills in Vue.js, JavaScript, CSS. Responsibilities: Work with HTML, CSS, and JavaScript, Optimize front-end performance, Collaborate with back-end developers."
